time,x,y,z
5.067,-0.077,0.982,0.099
5.068,-0.076,0.979,0.109
5.069,-0.079,0.981,0.113
5.071,-0.079,0.983,0.110
5.073,-0.082,0.980,0.116
5.075,-0.080,0.983,0.116
5.076,-0.080,0.983,0.112
5.078,-0.081,0.980,0.111
5.080,-0.078,0.980,0.111
5.082,-0.085,0.987,0.110
5.083,-0.085,0.983,0.108
5.085,-0.082,0.980,0.111
5.087,-0.085,0.983,0.120
5.089,-0.086,0.981,0.117
5.091,-0.086,0.982,0.123
5.093,-0.087,0.980,0.117
5.095,-0.084,0.979,0.108
5.097,-0.086,0.979,0.121
5.111,-0.080,0.983,0.120
5.112,-0.083,0.974,0.120
5.113,-0.083,0.979,0.112
5.115,-0.090,0.988,0.110
5.120,-0.091,0.981,0.120
5.125,-0.091,0.982,0.116
5.130,-0.089,0.981,0.110
5.135,-0.087,0.983,0.114
5.140,-0.094,0.978,0.113
5.145,-0.084,0.986,0.120
5.150,-0.089,0.981,0.118
5.156,-0.087,0.979,0.112
5.161,-0.083,0.980,0.114
5.166,-0.093,0.989,0.120
5.171,-0.081,0.980,0.118
5.176,-0.084,0.982,0.113
5.181,-0.085,0.977,0.116
5.186,-0.085,0.980,0.110
5.191,-0.083,0.985,0.114
5.196,-0.082,0.982,0.111
5.201,-0.084,0.984,0.107
5.207,-0.084,0.982,0.107
5.213,-0.079,0.986,0.108
5.216,-0.083,0.983,0.112
5.223,-0.084,0.984,0.108
5.228,-0.082,0.988,0.109
5.233,-0.088,0.984,0.111
5.237,-0.088,0.982,0.111
5.242,-0.084,0.985,0.118
5.247,-0.088,0.984,0.117
5.255,-0.091,0.982,0.117
5.257,-0.080,0.979,0.111
5.265,-0.089,0.976,0.116
5.268,-0.088,0.981,0.116
5.276,-0.083,0.980,0.104
5.278,-0.079,0.979,0.112
5.286,-0.083,0.976,0.113
5.288,-0.080,0.974,0.116
5.296,-0.080,0.981,0.107
5.298,-0.085,0.982,0.099
5.307,-0.082,0.986,0.099
5.307,-0.084,0.987,0.106
5.312,-0.088,0.987,0.102
5.545,-0.084,0.991,0.104
5.547,-0.089,0.981,0.113
5.548,-0.085,0.985,0.118
5.550,-0.082,0.985,0.113
5.552,-0.089,0.978,0.117
5.553,-0.082,0.982,0.106
5.555,-0.081,0.979,0.110
5.557,-0.081,0.978,0.111
5.558,-0.078,0.975,0.105
5.560,-0.078,0.981,0.109
5.562,-0.084,0.983,0.114
5.563,-0.077,0.985,0.111
5.565,-0.082,0.980,0.112
5.567,-0.077,0.982,0.108
5.568,-0.080,0.981,0.113
5.570,-0.076,0.979,0.111
5.572,-0.076,0.982,0.105
5.573,-0.080,0.981,0.110
5.590,-0.081,0.982,0.111
5.592,-0.079,0.981,0.109
5.594,-0.075,0.983,0.117
5.595,-0.086,0.978,0.104
5.601,-0.074,0.988,0.111
5.603,-0.073,0.985,0.110
5.608,-0.074,0.989,0.109
5.616,-0.075,0.982,0.114
5.619,-0.075,0.983,0.109
5.624,-0.074,0.985,0.108
5.629,-0.073,0.984,0.101
5.634,-0.081,0.978,0.103
5.639,-0.071,0.982,0.102
5.644,-0.070,0.988,0.104
5.649,-0.076,0.985,0.103
5.654,-0.080,0.985,0.111
