time,x,y,z
5.180,0.118,0.964,-0.177
5.180,0.126,0.963,-0.181
5.181,0.125,0.961,-0.185
5.182,0.126,0.964,-0.189
5.183,0.122,0.965,-0.182
5.183,0.123,0.962,-0.193
5.184,0.121,0.962,-0.188
5.185,0.124,0.961,-0.186
5.186,0.124,0.959,-0.187
5.187,0.132,0.958,-0.197
5.187,0.116,0.962,-0.187
5.188,0.120,0.955,-0.188
5.189,0.118,0.962,-0.184
5.190,0.120,0.954,-0.187
5.191,0.127,0.955,-0.181
5.196,0.119,0.958,-0.180
5.200,0.119,0.959,-0.181
5.205,0.121,0.957,-0.181
5.210,0.120,0.960,-0.185
5.215,0.113,0.961,-0.190
5.220,0.126,0.963,-0.180
5.225,0.129,0.959,-0.187
5.230,0.127,0.957,-0.183
5.235,0.129,0.964,-0.185
5.240,0.132,0.961,-0.187
5.245,0.125,0.962,-0.182
5.250,0.127,0.957,-0.186
5.256,0.126,0.959,-0.182
5.261,0.124,0.968,-0.183
5.266,0.124,0.961,-0.186
5.271,0.124,0.964,-0.179
5.276,0.125,0.961,-0.181
5.281,0.122,0.959,-0.182
5.286,0.114,0.961,-0.189
5.291,0.120,0.965,-0.187
5.296,0.122,0.957,-0.190
5.301,0.120,0.959,-0.201
5.306,0.120,0.957,-0.198
5.311,0.123,0.957,-0.186
5.316,0.122,0.959,-0.185
5.321,0.123,0.961,-0.187
5.326,0.122,0.964,-0.191
5.331,0.119,0.960,-0.183
5.336,0.121,0.961,-0.189
5.341,0.116,0.961,-0.186
5.347,0.120,0.965,-0.184
5.352,0.118,0.964,-0.186
5.357,0.119,0.963,-0.187
5.362,0.116,0.957,-0.183
5.367,0.119,0.958,-0.181
5.372,0.115,0.959,-0.184
5.377,0.114,0.955,-0.182
5.382,0.119,0.963,-0.178
5.387,0.115,0.955,-0.186
5.531,0.119,0.957,-0.181
5.533,0.121,0.965,-0.183
5.535,0.118,0.960,-0.186
5.537,0.120,0.961,-0.181
5.539,0.118,0.962,-0.176
5.540,0.118,0.965,-0.175
5.542,0.116,0.964,-0.181
5.543,0.118,0.960,-0.188
5.545,0.113,0.962,-0.179
5.547,0.119,0.959,-0.183
5.549,0.116,0.961,-0.178
5.550,0.115,0.959,-0.179
5.552,0.121,0.954,-0.174
5.554,0.121,0.953,-0.180
5.555,0.114,0.957,-0.178
5.556,0.122,0.959,-0.172
5.556,0.123,0.954,-0.185
5.750,0.118,0.956,-0.186
5.751,0.124,0.957,-0.182
5.752,0.116,0.964,-0.183
5.752,0.123,0.957,-0.191
5.753,0.119,0.959,-0.176
5.754,0.122,0.957,-0.181
5.755,0.117,0.958,-0.181
5.755,0.118,0.961,-0.178
5.756,0.115,0.966,-0.180
5.757,0.117,0.965,-0.179
5.758,0.117,0.960,-0.178
5.759,0.117,0.965,-0.185
5.759,0.125,0.960,-0.182
5.760,0.123,0.964,-0.181
5.771,0.129,0.958,-0.185
5.771,0.126,0.961,-0.177
5.776,0.122,0.960,-0.183
5.779,0.124,0.960,-0.182
5.784,0.125,0.964,-0.189
5.789,0.128,0.959,-0.183
5.794,0.121,0.957,-0.185
5.799,0.127,0.957,-0.185
5.804,0.127,0.956,-0.181
5.809,0.124,0.956,-0.178
5.814,0.126,0.961,-0.183
5.819,0.119,0.965,-0.185
5.824,0.118,0.956,-0.184
5.829,0.118,0.963,-0.184
5.834,0.122,0.960,-0.184
5.839,0.123,0.961,-0.194
5.845,0.125,0.962,-0.192
