time,x,y,z
5.075,-0.060,0.986,0.111
5.179,-0.064,0.984,0.115
5.181,-0.060,0.977,0.113
5.182,-0.062,0.976,0.110
5.184,-0.063,0.973,0.112
5.185,-0.059,0.981,0.110
5.187,-0.060,0.977,0.110
5.188,-0.068,0.983,0.116
5.190,-0.066,0.979,0.114
5.191,-0.061,0.978,0.122
5.192,-0.063,0.977,0.121
5.194,-0.072,0.978,0.118
5.196,-0.057,0.991,0.103
5.197,-0.041,0.989,0.144
5.198,-0.043,0.983,0.133
5.201,-0.048,0.982,0.127
5.202,-0.046,0.976,0.115
5.204,-0.047,0.986,0.126
5.205,-0.041,0.983,0.120
5.272,-0.046,0.982,0.112
5.273,-0.041,0.985,0.115
5.273,-0.041,0.991,0.114
5.274,-0.043,0.993,0.110
5.275,-0.040,0.990,0.109
5.275,-0.039,0.999,0.104
5.276,-0.031,0.997,0.111
5.277,-0.038,0.997,0.100
5.277,-0.033,1.000,0.107
5.278,-0.031,1.007,0.111
5.279,-0.032,1.004,0.122
5.279,-0.032,0.999,0.115
5.280,-0.032,0.993,0.102
5.281,-0.031,0.994,0.106
5.300,-0.035,0.991,0.104
5.301,-0.035,0.988,0.105
5.302,-0.035,0.986,0.115
5.302,-0.047,0.991,0.119
5.307,-0.038,0.989,0.126
5.311,-0.047,0.987,0.123
5.316,-0.048,0.978,0.118
5.321,-0.042,0.981,0.117
5.326,-0.037,0.982,0.133
5.331,-0.036,0.980,0.137
5.336,-0.024,0.976,0.134
5.341,-0.027,0.980,0.124
5.346,-0.026,0.978,0.125
5.351,-0.028,0.978,0.116
5.356,-0.024,0.982,0.116
5.361,-0.019,0.988,0.107
5.366,-0.022,0.980,0.105
5.371,-0.019,0.971,0.109
5.376,-0.020,0.977,0.120
5.381,-0.021,0.981,0.118
5.386,-0.025,0.982,0.118
5.391,-0.023,0.988,0.116
5.396,-0.021,0.983,0.119
5.408,-0.025,0.985,0.125
5.409,-0.028,0.988,0.131
5.414,-0.025,0.982,0.128
5.415,-0.026,0.984,0.125
5.422,-0.028,0.981,0.132
5.427,-0.025,0.991,0.125
5.432,-0.023,0.984,0.121
5.437,-0.024,0.988,0.125
5.442,-0.026,0.988,0.127
5.447,-0.032,0.987,0.127
5.452,-0.029,0.988,0.125
5.457,-0.026,0.985,0.130
5.463,-0.030,0.989,0.135
5.798,-0.036,0.987,0.133
5.800,-0.035,0.991,0.129
5.801,-0.034,0.988,0.134
5.803,-0.034,0.990,0.136
5.805,-0.036,0.991,0.131
5.807,-0.028,0.989,0.142
5.809,-0.035,0.984,0.138
5.810,-0.037,0.992,0.135
5.812,-0.032,0.987,0.133
5.814,-0.032,0.983,0.135
5.815,-0.028,0.988,0.136
5.815,-0.028,0.985,0.139
5.816,-0.023,0.993,0.160
5.817,-0.025,0.987,0.142
5.818,-0.027,0.987,0.139
5.822,-0.027,0.990,0.143
5.822,-0.021,0.985,0.133
6.070,-0.022,0.986,0.142
6.070,-0.020,0.986,0.139
6.071,-0.017,0.986,0.136
6.072,-0.022,0.986,0.140
6.072,-0.018,0.987,0.130
6.073,-0.018,0.985,0.133
6.074,-0.019,0.982,0.149
6.074,-0.020,0.975,0.142
6.075,-0.019,0.981,0.150
6.076,-0.018,0.976,0.152
6.077,-0.021,0.976,0.153
6.077,-0.021,0.978,0.147
6.078,-0.010,0.980,0.155
6.078,-0.017,0.978,0.160
6.101,-0.012,0.977,0.160
6.206,-0.010,0.978,0.156
6.207,-0.014,0.979,0.158
6.208,-0.007,0.988,0.158
6.208,-0.002,0.982,0.155
6.209,-0.013,0.984,0.152
6.210,-0.011,0.986,0.153
6.210,-0.011,0.982,0.144
6.211,-0.006,0.981,0.162
6.212,-0.014,0.981,0.155
6.213,-0.006,0.976,0.156
6.214,-0.007,0.977,0.151
6.214,-0.011,0.982,0.153
6.215,-0.014,0.981,0.148
6.235,-0.010,0.985,0.148
6.236,-0.013,0.982,0.148
6.237,-0.012,0.979,0.145
6.237,-0.014,0.986,0.153
6.238,-0.010,0.982,0.146
6.256,-0.009,0.985,0.144
6.257,-0.011,0.983,0.152
6.258,-0.008,0.981,0.148
