time,x,y,z
5.157,-0.884,0.044,0.491
5.158,-0.881,0.049,0.481
5.158,-0.885,0.054,0.485
5.159,-0.879,0.053,0.479
5.160,-0.884,0.056,0.478
5.161,-0.880,0.055,0.483
5.161,-0.883,0.048,0.483
5.162,-0.876,0.047,0.492
5.163,-0.881,0.047,0.490
5.163,-0.870,0.043,0.489
5.165,-0.873,0.044,0.495
5.166,-0.877,0.038,0.481
5.167,-0.889,0.034,0.502
5.168,-0.891,0.032,0.508
5.344,-0.887,0.034,0.501
5.344,-0.884,0.035,0.484
5.345,-0.874,0.037,0.485
5.346,-0.881,0.038,0.479
5.347,-0.871,0.039,0.480
5.348,-0.873,0.041,0.489
5.349,-0.866,0.042,0.492
5.350,-0.865,0.043,0.487
5.351,-0.862,0.042,0.489
5.352,-0.861,0.038,0.487
5.353,-0.854,0.040,0.498
5.354,-0.855,0.040,0.485
5.355,-0.875,0.036,0.497
5.356,-0.871,0.033,0.495
5.357,-0.869,0.031,0.486
5.367,-0.874,0.030,0.497
5.368,-0.875,0.034,0.502
5.373,-0.864,0.031,0.501
5.377,-0.864,0.032,0.494
5.382,-0.863,0.032,0.489
5.388,-0.859,0.031,0.487
5.393,-0.861,0.038,0.471
5.398,-0.864,0.042,0.471
5.403,-0.858,0.045,0.464
5.408,-0.858,0.050,0.470
5.413,-0.857,0.053,0.469
5.418,-0.859,0.054,0.468
5.423,-0.859,0.055,0.479
5.428,-0.860,0.052,0.479
5.433,-0.854,0.046,0.495
5.438,-0.854,0.046,0.484
5.443,-0.854,0.042,0.496
5.449,-0.856,0.037,0.494
5.453,-0.860,0.030,0.492
5.458,-0.856,0.034,0.499
5.464,-0.851,0.030,0.495
5.468,-0.855,0.034,0.496
5.473,-0.859,0.036,0.496
5.478,-0.852,0.039,0.496
5.484,-0.853,0.040,0.494
5.489,-0.859,0.039,0.503
5.493,-0.866,0.041,0.505
5.500,-0.862,0.045,0.503
5.506,-0.862,0.045,0.499
5.511,-0.863,0.043,0.497
5.513,-0.870,0.042,0.504
5.522,-0.864,0.037,0.497
5.524,-0.864,0.035,0.505
5.533,-0.859,0.041,0.503
5.536,-0.860,0.039,0.494
5.544,-0.853,0.039,0.497
5.545,-0.859,0.039,0.497
5.548,-0.858,0.038,0.497
5.556,-0.856,0.035,0.486
5.562,-0.857,0.048,0.490
5.564,-0.867,0.042,0.491
5.577,-0.863,0.045,0.484
5.579,-0.872,0.043,0.488
5.744,-0.874,0.044,0.491
5.746,-0.874,0.043,0.490
5.748,-0.874,0.043,0.490
5.750,-0.865,0.036,0.496
5.752,-0.867,0.038,0.494
5.754,-0.860,0.035,0.505
5.756,-0.864,0.033,0.493
5.758,-0.863,0.038,0.501
5.760,-0.857,0.040,0.501
5.762,-0.862,0.039,0.502
5.765,-0.861,0.033,0.498
5.767,-0.856,0.044,0.502
5.768,-0.868,0.043,0.504
5.771,-0.866,0.039,0.506
5.772,-0.865,0.037,0.503
5.782,-0.867,0.034,0.510
5.785,-0.869,0.034,0.502
5.787,-0.865,0.033,0.502
5.788,-0.864,0.030,0.499
5.790,-0.862,0.032,0.492
5.792,-0.860,0.027,0.490
5.793,-0.867,0.029,0.496
5.795,-0.857,0.032,0.490
5.832,-0.853,0.035,0.488
5.833,-0.858,0.037,0.492
5.833,-0.852,0.039,0.493
5.834,-0.849,0.040,0.495
5.835,-0.847,0.044,0.502
