time,x,y,z
5.037,-0.239,0.960,0.058
5.040,-0.240,0.962,0.060
5.042,-0.232,0.969,0.056
5.044,-0.224,0.970,0.056
5.046,-0.225,0.967,0.052
5.047,-0.207,0.961,0.054
5.049,-0.218,0.960,0.072
5.051,-0.217,0.958,0.074
5.053,-0.220,0.954,0.081
5.055,-0.228,0.950,0.086
5.057,-0.231,0.949,0.088
5.059,-0.230,0.951,0.091
5.061,-0.237,0.940,0.090
5.063,-0.217,0.968,0.083
5.065,-0.221,0.971,0.080
5.066,-0.224,0.965,0.075
5.069,-0.225,0.960,0.071
5.071,-0.217,0.962,0.070
5.073,-0.214,0.957,0.078
5.075,-0.221,0.959,0.075
5.080,-0.215,0.962,0.065
5.085,-0.214,0.961,0.073
5.090,-0.214,0.961,0.074
5.095,-0.216,0.953,0.070
5.100,-0.211,0.959,0.075
5.105,-0.216,0.959,0.078
5.110,-0.210,0.960,0.089
5.115,-0.216,0.956,0.087
5.120,-0.218,0.962,0.081
5.125,-0.213,0.962,0.087
5.130,-0.210,0.964,0.079
5.135,-0.211,0.964,0.075
5.140,-0.217,0.962,0.078
5.145,-0.213,0.964,0.065
5.150,-0.215,0.960,0.060
5.155,-0.203,0.958,0.058
5.161,-0.203,0.960,0.060
5.166,-0.201,0.962,0.056
5.171,-0.196,0.961,0.060
5.176,-0.203,0.950,0.075
5.181,-0.194,0.971,0.075
5.186,-0.200,0.967,0.072
5.191,-0.205,0.963,0.071
5.196,-0.203,0.963,0.071
5.201,-0.207,0.961,0.076
5.206,-0.212,0.962,0.086
5.211,-0.214,0.963,0.070
5.216,-0.212,0.961,0.069
5.221,-0.211,0.963,0.064
5.226,-0.215,0.959,0.064
5.231,-0.212,0.962,0.067
5.236,-0.203,0.957,0.064
5.241,-0.203,0.960,0.065
5.247,-0.197,0.963,0.064
5.251,-0.199,0.964,0.072
5.257,-0.196,0.963,0.081
5.262,-0.201,0.964,0.080
5.267,-0.212,0.966,0.082
5.272,-0.211,0.961,0.077
5.278,-0.217,0.961,0.084
5.282,-0.224,0.960,0.077
5.288,-0.230,0.962,0.090
5.292,-0.224,0.958,0.084
5.298,-0.235,0.957,0.078
5.302,-0.230,0.957,0.080
5.307,-0.237,0.957,0.075
5.312,-0.232,0.958,0.077
5.318,-0.235,0.955,0.083
5.323,-0.228,0.959,0.081
5.328,-0.223,0.954,0.079
5.333,-0.229,0.955,0.077
5.338,-0.227,0.963,0.072
5.343,-0.222,0.959,0.078
5.349,-0.219,0.958,0.065
5.353,-0.222,0.959,0.070
5.358,-0.216,0.959,0.063
5.363,-0.222,0.958,0.067
5.368,-0.222,0.956,0.072
5.373,-0.224,0.951,0.087
5.378,-0.224,0.955,0.078
5.383,-0.221,0.955,0.074
5.388,-0.219,0.956,0.070
5.393,-0.217,0.955,0.080
5.399,-0.217,0.958,0.077
5.403,-0.210,0.959,0.081
5.409,-0.215,0.957,0.081
5.414,-0.213,0.957,0.075
5.418,-0.211,0.960,0.069
5.424,-0.211,0.963,0.065
5.429,-0.217,0.965,0.059
5.434,-0.220,0.961,0.058
5.439,-0.217,0.962,0.070
5.444,-0.215,0.960,0.073
5.449,-0.216,0.961,0.080
5.454,-0.219,0.964,0.084
5.459,-0.220,0.965,0.079
5.464,-0.223,0.961,0.078
5.469,-0.219,0.964,0.077
5.474,-0.220,0.961,0.078
5.479,-0.227,0.957,0.075
5.684,-0.222,0.968,0.078
5.685,-0.221,0.962,0.068
5.686,-0.214,0.966,0.059
5.686,-0.218,0.965,0.065
5.687,-0.221,0.965,0.064
5.688,-0.216,0.964,0.067
5.688,-0.216,0.957,0.071
5.689,-0.213,0.959,0.065
5.690,-0.215,0.960,0.071
5.690,-0.215,0.955,0.078
5.691,-0.213,0.958,0.071
5.692,-0.223,0.960,0.084
5.692,-0.223,0.963,0.067
5.693,-0.218,0.962,0.073
5.698,-0.217,0.966,0.069
5.703,-0.217,0.964,0.068
5.709,-0.215,0.962,0.072
5.714,-0.220,0.960,0.069
5.719,-0.216,0.960,0.068
5.724,-0.219,0.957,0.075
5.729,-0.229,0.959,0.076
5.734,-0.223,0.962,0.075
5.739,-0.227,0.964,0.079
5.744,-0.231,0.966,0.065
5.749,-0.222,0.961,0.063
5.754,-0.225,0.963,0.067
5.759,-0.225,0.957,0.064
5.764,-0.222,0.959,0.064
5.769,-0.224,0.957,0.074
5.774,-0.221,0.951,0.074
5.779,-0.215,0.957,0.070
5.784,-0.220,0.953,0.080
5.790,-0.218,0.964,0.078
5.795,-0.215,0.963,0.072
5.800,-0.213,0.958,0.083
5.805,-0.223,0.961,0.073
5.810,-0.215,0.961,0.075
5.815,-0.221,0.957,0.080
5.820,-0.218,0.956,0.084
5.825,-0.216,0.953,0.085
5.830,-0.221,0.960,0.080
5.835,-0.225,0.960,0.081
5.840,-0.219,0.956,0.072
5.845,-0.220,0.962,0.069
5.853,-0.222,0.960,0.079
5.856,-0.221,0.966,0.072
5.861,-0.221,0.961,0.074
5.866,-0.222,0.959,0.077
5.871,-0.220,0.964,0.084
5.877,-0.221,0.959,0.085
5.882,-0.225,0.958,0.076
5.887,-0.218,0.957,0.077
5.892,-0.226,0.957,0.075
5.897,-0.218,0.955,0.074
5.902,-0.221,0.962,0.071
5.907,-0.227,0.960,0.074
5.913,-0.225,0.964,0.076
5.915,-0.219,0.960,0.081
5.920,-0.221,0.957,0.072
5.925,-0.221,0.965,0.069
5.931,-0.221,0.961,0.075
5.936,-0.220,0.966,0.069
5.941,-0.222,0.963,0.077
5.946,-0.220,0.958,0.077
5.951,-0.227,0.963,0.088
5.956,-0.216,0.961,0.087
5.961,-0.224,0.962,0.084
5.966,-0.220,0.958,0.079
5.976,-0.220,0.955,0.083
5.978,-0.221,0.954,0.083
5.981,-0.219,0.954,0.089
5.987,-0.222,0.958,0.086
5.992,-0.220,0.959,0.088
5.997,-0.215,0.953,0.083
6.002,-0.221,0.958,0.087
6.008,-0.215,0.960,0.098
6.017,-0.219,0.960,0.085
6.019,-0.211,0.960,0.083
6.037,-0.217,0.959,0.086
6.039,-0.211,0.963,0.076
6.044,-0.220,0.961,0.079
6.046,-0.216,0.966,0.085
6.049,-0.216,0.961,0.083
6.052,-0.215,0.965,0.090
6.054,-0.220,0.960,0.085
6.058,-0.213,0.965,0.082
6.063,-0.221,0.959,0.078
6.068,-0.219,0.963,0.077
6.073,-0.222,0.963,0.083
6.078,-0.221,0.961,0.082
6.083,-0.219,0.962,0.077
6.088,-0.220,0.964,0.081
6.093,-0.217,0.962,0.076
6.099,-0.217,0.961,0.083
6.103,-0.215,0.962,0.086
6.108,-0.214,0.967,0.079
6.113,-0.217,0.964,0.079
6.118,-0.211,0.964,0.077
6.123,-0.216,0.957,0.085
6.128,-0.213,0.961,0.094
6.281,-0.209,0.959,0.082
6.281,-0.212,0.957,0.085
6.282,-0.213,0.949,0.087
6.283,-0.216,0.962,0.089
6.284,-0.221,0.967,0.079
6.284,-0.224,0.964,0.073
6.285,-0.223,0.962,0.075
6.286,-0.230,0.961,0.080
6.287,-0.220,0.959,0.084
6.288,-0.225,0.960,0.080
6.289,-0.225,0.957,0.077
6.289,-0.230,0.959,0.079
6.290,-0.226,0.966,0.086
6.291,-0.227,0.960,0.087
6.296,-0.221,0.957,0.084
6.298,-0.225,0.962,0.082
6.303,-0.217,0.962,0.079
6.308,-0.216,0.965,0.079
6.313,-0.213,0.963,0.087
6.318,-0.217,0.960,0.092
6.323,-0.223,0.955,0.085
6.328,-0.221,0.957,0.077
6.333,-0.224,0.955,0.089
6.338,-0.224,0.956,0.085
6.343,-0.220,0.954,0.083
6.348,-0.225,0.948,0.090
6.353,-0.226,0.951,0.090
6.358,-0.226,0.951,0.084
6.363,-0.228,0.962,0.084
6.368,-0.227,0.954,0.077
6.373,-0.218,0.955,0.080
6.378,-0.218,0.959,0.079
6.383,-0.218,0.961,0.078
6.388,-0.216,0.962,0.078
6.394,-0.221,0.961,0.088
6.399,-0.219,0.965,0.083
6.404,-0.221,0.960,0.082
6.409,-0.224,0.963,0.087
6.414,-0.228,0.964,0.083
6.419,-0.224,0.961,0.082
6.424,-0.227,0.955,0.078
6.429,-0.223,0.959,0.078
6.434,-0.222,0.953,0.083
6.439,-0.221,0.955,0.080
6.445,-0.222,0.955,0.088
6.450,-0.224,0.959,0.088
6.455,-0.216,0.959,0.083
6.460,-0.218,0.962,0.078
6.465,-0.220,0.959,0.077
6.470,-0.224,0.962,0.077
6.474,-0.222,0.958,0.086
6.480,-0.221,0.962,0.085
6.485,-0.219,0.962,0.084
6.490,-0.216,0.963,0.082
6.495,-0.224,0.961,0.079
6.500,-0.223,0.953,0.086
6.505,-0.230,0.959,0.081
6.510,-0.225,0.953,0.087
6.515,-0.224,0.954,0.086
6.520,-0.223,0.954,0.091
6.525,-0.223,0.959,0.088
6.530,-0.224,0.955,0.086
6.535,-0.222,0.960,0.079
6.540,-0.216,0.966,0.083
6.545,-0.213,0.965,0.087
6.550,-0.222,0.961,0.088
6.556,-0.225,0.962,0.077
6.561,-0.218,0.964,0.087
6.566,-0.220,0.960,0.076
6.571,-0.223,0.962,0.073
6.576,-0.227,0.966,0.073
6.581,-0.224,0.964,0.080
6.586,-0.231,0.960,0.084
6.591,-0.224,0.962,0.086
6.596,-0.223,0.957,0.090
6.601,-0.227,0.959,0.086
6.606,-0.227,0.952,0.082
6.612,-0.225,0.952,0.078
6.617,-0.223,0.956,0.076
6.622,-0.217,0.967,0.081
6.627,-0.218,0.956,0.074
6.632,-0.220,0.957,0.086
6.637,-0.220,0.957,0.081
6.642,-0.217,0.956,0.081
6.647,-0.216,0.965,0.079
6.652,-0.221,0.959,0.080
6.657,-0.223,0.958,0.090
6.662,-0.227,0.958,0.096
6.667,-0.220,0.956,0.095
