time,x,y,z
5.004,-0.024,0.958,-0.165
5.009,-0.021,0.964,-0.163
5.014,-0.019,0.962,-0.158
5.019,-0.018,0.969,-0.163
5.024,-0.016,0.973,-0.159
5.029,-0.012,0.980,-0.152
5.034,-0.016,0.974,-0.160
5.040,-0.014,0.980,-0.159
5.045,-0.014,0.979,-0.165
5.049,-0.019,0.974,-0.166
5.054,-0.018,0.976,-0.162
5.060,-0.021,0.970,-0.156
5.064,-0.019,0.969,-0.166
5.070,-0.022,0.970,-0.166
5.075,-0.022,0.966,-0.157
5.080,-0.023,0.969,-0.158
5.085,-0.018,0.966,-0.156
5.090,-0.021,0.966,-0.150
5.095,-0.023,0.969,-0.159
5.100,-0.024,0.970,-0.156
5.105,-0.026,0.972,-0.154
5.110,-0.021,0.976,-0.157
5.115,-0.022,0.974,-0.158
5.120,-0.026,0.980,-0.158
5.125,-0.032,0.977,-0.161
5.130,-0.026,0.973,-0.157
5.135,-0.023,0.967,-0.157
5.140,-0.024,0.964,-0.164
5.145,-0.019,0.963,-0.161
5.150,-0.020,0.957,-0.165
5.353,-0.011,0.955,-0.157
5.354,-0.016,0.958,-0.158
5.354,-0.017,0.955,-0.160
5.355,-0.016,0.958,-0.153
5.356,-0.017,0.954,-0.156
5.357,-0.024,0.956,-0.145
5.358,-0.023,0.961,-0.145
5.358,-0.028,0.964,-0.160
5.359,-0.028,0.966,-0.150
5.360,-0.029,0.964,-0.154
5.361,-0.035,0.975,-0.156
5.361,-0.035,0.972,-0.146
5.363,-0.046,0.973,-0.154
5.363,-0.037,0.968,-0.156
5.367,-0.035,0.965,-0.158
5.372,-0.034,0.970,-0.152
5.377,-0.033,0.969,-0.158
5.382,-0.032,0.967,-0.156
5.387,-0.039,0.966,-0.156
5.392,-0.030,0.969,-0.150
5.397,-0.035,0.967,-0.157
5.402,-0.039,0.974,-0.159
5.407,-0.038,0.963,-0.158
5.412,-0.035,0.968,-0.158
5.417,-0.036,0.965,-0.153
5.422,-0.039,0.968,-0.151
5.427,-0.040,0.969,-0.147
5.432,-0.034,0.966,-0.144
5.437,-0.038,0.966,-0.153
5.442,-0.036,0.973,-0.148
5.447,-0.035,0.972,-0.158
5.452,-0.040,0.974,-0.148
5.457,-0.041,0.977,-0.157
5.462,-0.032,0.971,-0.161
5.467,-0.030,0.973,-0.157
5.472,-0.034,0.972,-0.158
5.477,-0.036,0.974,-0.159
5.483,-0.026,0.970,-0.158
5.488,-0.027,0.970,-0.158
5.493,-0.023,0.970,-0.164
5.498,-0.025,0.966,-0.163
5.503,-0.028,0.966,-0.158
5.508,-0.032,0.963,-0.152
5.513,-0.021,0.970,-0.156
5.518,-0.027,0.966,-0.145
5.523,-0.033,0.966,-0.151
5.528,-0.038,0.967,-0.152
5.533,-0.038,0.967,-0.153
5.538,-0.041,0.971,-0.152
5.543,-0.039,0.968,-0.145
5.548,-0.042,0.967,-0.148
5.553,-0.041,0.971,-0.145
5.558,-0.041,0.974,-0.157
5.563,-0.042,0.966,-0.146
5.568,-0.047,0.968,-0.148
5.573,-0.046,0.975,-0.151
5.578,-0.036,0.974,-0.153
5.583,-0.036,0.976,-0.149
5.588,-0.034,0.974,-0.149
5.593,-0.034,0.972,-0.147
5.599,-0.029,0.970,-0.152
5.604,-0.032,0.973,-0.153
5.609,-0.026,0.977,-0.159
5.616,-0.036,0.973,-0.149
5.619,-0.039,0.970,-0.153
5.625,-0.035,0.970,-0.157
5.630,-0.033,0.965,-0.150
5.635,-0.035,0.966,-0.154
5.639,-0.039,0.971,-0.154
5.644,-0.032,0.967,-0.149
5.650,-0.028,0.964,-0.152
5.657,-0.028,0.971,-0.156
5.667,-0.030,0.970,-0.156
5.670,-0.026,0.967,-0.142
5.675,-0.019,0.965,-0.150
5.678,-0.024,0.972,-0.151
5.684,-0.015,0.969,-0.141
5.688,-0.015,0.972,-0.143
5.690,-0.019,0.974,-0.146
5.695,-0.020,0.973,-0.155
5.700,-0.023,0.976,-0.149
5.706,-0.024,0.974,-0.147
5.710,-0.026,0.972,-0.147
5.715,-0.027,0.979,-0.145
5.720,-0.035,0.980,-0.148
5.724,-0.039,0.977,-0.147
5.729,-0.037,0.972,-0.147
5.734,-0.036,0.976,-0.147
5.739,-0.033,0.968,-0.148
5.744,-0.032,0.971,-0.149
5.749,-0.038,0.966,-0.152
5.754,-0.033,0.967,-0.151
5.759,-0.031,0.968,-0.149
5.764,-0.025,0.961,-0.154
5.769,-0.023,0.965,-0.148
5.774,-0.022,0.966,-0.150
5.779,-0.024,0.967,-0.150
5.785,-0.021,0.964,-0.147
5.790,-0.019,0.965,-0.150
5.795,-0.022,0.965,-0.152
5.967,-0.020,0.969,-0.161
5.968,-0.021,0.967,-0.159
5.969,-0.023,0.968,-0.164
5.970,-0.026,0.968,-0.166
5.971,-0.027,0.968,-0.158
5.971,-0.026,0.968,-0.159
5.972,-0.027,0.969,-0.162
5.973,-0.032,0.968,-0.154
5.974,-0.021,0.973,-0.159
5.975,-0.025,0.969,-0.159
5.976,-0.024,0.970,-0.162
5.977,-0.023,0.968,-0.161
5.978,-0.021,0.970,-0.161
5.978,-0.018,0.968,-0.162
5.981,-0.023,0.968,-0.161
5.986,-0.023,0.961,-0.157
5.991,-0.022,0.965,-0.160
5.996,-0.021,0.962,-0.158
6.001,-0.017,0.962,-0.161
6.006,-0.013,0.962,-0.151
6.011,-0.020,0.966,-0.151
6.016,-0.022,0.963,-0.158
6.021,-0.018,0.963,-0.155
6.026,-0.021,0.965,-0.154
6.031,-0.019,0.972,-0.159
6.036,-0.021,0.971,-0.162
6.041,-0.028,0.978,-0.167
6.046,-0.029,0.978,-0.161
6.051,-0.023,0.978,-0.162
6.057,-0.035,0.979,-0.159
6.061,-0.032,0.967,-0.165
6.067,-0.033,0.965,-0.162
6.072,-0.029,0.964,-0.158
6.077,-0.030,0.963,-0.161
6.082,-0.027,0.959,-0.164
6.087,-0.027,0.962,-0.159
6.092,-0.019,0.960,-0.155
6.097,-0.019,0.962,-0.166
6.102,-0.018,0.968,-0.160
6.107,-0.014,0.967,-0.159
6.112,-0.018,0.969,-0.163
6.117,-0.017,0.969,-0.154
6.122,-0.019,0.969,-0.168
6.127,-0.021,0.968,-0.165
6.132,-0.011,0.968,-0.170
6.137,-0.021,0.967,-0.172
6.142,-0.025,0.974,-0.168
6.147,-0.025,0.968,-0.162
6.152,-0.028,0.976,-0.169
6.157,-0.020,0.969,-0.166
