time,x,y,z
5.030,-0.328,0.871,0.067
5.031,-0.420,0.814,0.091
5.032,-0.454,0.768,0.144
5.033,-0.499,0.727,0.219
5.034,-0.486,0.713,0.282
5.035,-0.335,0.760,0.159
5.036,-0.159,0.846,0.121
5.037,-0.049,0.919,0.081
5.038,0.015,0.968,0.056
5.039,0.027,1.001,0.043
5.040,0.026,1.025,0.045
5.042,-0.002,1.035,0.043
5.043,-0.140,0.953,0.155
5.044,-0.035,0.983,0.197
5.048,-0.040,0.975,0.179
5.050,-0.096,0.975,0.176
5.051,-0.055,0.972,0.180
5.067,-0.037,0.954,0.168
5.068,-0.055,1.006,0.175
5.069,-0.102,1.006,0.112
5.079,-0.114,1.029,0.137
5.079,-0.126,1.055,0.111
5.080,-0.120,1.044,0.109
5.085,-0.089,1.041,0.086
5.090,-0.101,1.028,0.103
5.095,-0.060,1.059,0.133
5.100,-0.051,1.084,0.153
5.105,-0.037,1.067,0.224
5.110,-0.019,1.049,0.301
5.115,0.022,0.985,0.135
5.306,0.015,0.944,0.091
5.307,-0.003,0.970,0.098
5.307,0.023,1.018,0.113
5.308,0.037,1.042,0.159
5.309,-0.020,0.956,0.196
5.309,-0.064,0.882,0.219
5.310,-0.058,0.834,0.195
5.310,-0.023,0.804,0.218
5.311,0.045,0.820,0.205
5.312,0.110,0.846,0.174
5.312,0.126,0.857,0.058
5.313,0.115,0.851,0.039
5.314,0.010,1.174,0.083
5.315,0.080,1.148,0.132
5.323,0.114,1.122,0.168
5.324,0.121,1.089,0.199
5.327,0.084,1.037,0.208
5.332,0.044,0.964,0.207
5.337,0.029,0.933,0.199
5.342,0.042,0.927,0.180
5.347,0.032,0.941,0.161
5.352,0.014,0.933,0.144
5.360,-0.011,0.902,0.129
5.371,-0.015,0.907,0.126
5.373,-0.021,0.924,0.128
5.374,-0.029,0.915,0.118
5.378,-0.046,0.899,0.094
5.400,-0.055,0.908,0.092
5.402,-0.059,0.925,0.100
5.404,-0.058,0.942,0.130
5.406,-0.054,0.956,0.120
5.407,-0.036,0.969,0.127
5.413,-0.025,0.977,0.136
5.418,-0.016,0.990,0.132
5.421,-0.015,1.010,0.126
5.423,-0.008,1.022,0.104
5.434,-0.008,1.026,0.099
5.434,-0.002,1.039,0.104
5.441,0.007,1.040,0.102
5.442,0.011,1.053,0.114
5.447,0.018,1.040,0.106
5.452,0.018,1.034,0.111
5.457,0.028,1.011,0.090
5.462,0.021,1.000,0.100
5.467,0.022,0.988,0.104
5.473,0.020,0.972,0.111
5.478,0.012,0.957,0.123
5.483,-0.006,0.956,0.137
5.488,-0.012,0.945,0.141
5.493,-0.018,0.945,0.149
5.498,-0.034,0.946,0.141
5.503,-0.029,0.941,0.130
5.508,-0.039,0.935,0.144
5.513,-0.030,0.909,0.132
5.654,-0.005,0.853,0.105
5.658,0.044,0.764,-0.007
5.661,0.087,0.787,-0.144
5.665,0.068,0.894,-0.029
5.668,0.046,0.967,0.032
5.671,0.020,1.007,0.067
5.674,-0.018,1.064,0.143
5.676,-0.042,1.096,0.184
5.680,-0.044,1.112,0.214
5.683,-0.056,1.114,0.231
5.687,-0.059,1.098,0.217
5.690,-0.038,1.081,0.198
5.693,0.014,0.958,0.120
5.695,0.013,0.974,0.139
5.698,0.014,0.982,0.131
5.700,0.010,0.987,0.127
5.702,0.009,0.999,0.145
5.704,0.016,1.007,0.161
5.706,0.011,1.017,0.164
5.708,0.012,1.024,0.165
5.711,0.007,1.023,0.159
5.713,0.009,1.021,0.138
5.717,0.018,1.008,0.080
5.719,0.030,1.002,0.047
5.722,0.027,1.001,0.026
5.724,0.021,0.999,0.015
5.726,0.020,0.995,0.032
5.972,0.018,0.993,0.060
5.974,0.025,0.987,0.080
5.975,0.028,0.984,0.096
5.977,0.037,0.989,0.109
5.979,0.035,0.984,0.111
5.980,0.044,0.988,0.110
5.982,0.050,0.987,0.105
5.983,0.054,0.984,0.110
5.985,0.057,0.989,0.106
5.986,0.065,0.994,0.103
5.987,0.066,0.995,0.096
5.988,0.069,1.002,0.091
5.988,0.037,0.974,0.081
5.989,0.040,0.977,0.079
5.990,0.037,0.981,0.083
6.004,0.041,0.989,0.081
6.004,0.036,0.991,0.076
6.005,0.039,1.003,0.085
6.008,0.027,1.003,0.081
6.012,0.032,1.009,0.079
6.017,0.041,1.010,0.081
6.022,0.041,1.012,0.076
6.029,0.043,1.011,0.083
6.032,0.046,1.014,0.086
6.037,0.051,1.001,0.077
6.042,0.055,1.001,0.082
6.047,0.059,0.999,0.090
6.052,0.065,0.990,0.076
6.057,0.053,0.991,0.086
6.062,0.060,0.991,0.080
6.067,0.069,0.983,0.091
6.072,0.065,0.980,0.089
6.077,0.061,0.970,0.080
6.082,0.063,0.976,0.077
6.087,0.062,0.978,0.084
6.092,0.059,0.975,0.078
6.097,0.059,0.981,0.077
6.102,0.055,0.982,0.070
6.107,0.052,0.987,0.068
6.112,0.062,0.990,0.057
6.117,0.054,1.005,0.066
6.122,0.037,1.023,0.068
6.388,0.030,1.023,0.069
6.390,0.025,1.012,0.070
6.392,0.024,1.014,0.069
6.393,0.031,1.012,0.060
6.395,0.029,1.005,0.054
6.397,0.026,0.998,0.061
6.398,0.028,0.998,0.062
6.400,0.027,0.998,0.063
6.402,0.034,0.988,0.065
6.403,0.039,0.987,0.073
6.405,0.052,0.989,0.067
6.407,0.060,0.983,0.076
6.408,0.071,1.009,0.062
6.410,0.064,0.997,0.061
6.413,0.058,0.992,0.050
6.417,0.056,0.987,0.045
6.418,0.069,0.985,0.046
6.421,0.077,0.985,0.049
6.423,0.073,0.981,0.049
6.434,0.070,0.978,0.051
6.435,0.059,0.972,0.056
6.435,0.056,0.980,0.059
6.443,0.057,0.988,0.050
6.446,0.060,0.985,0.050
6.450,0.049,0.985,0.049
6.454,0.037,0.982,0.050
6.460,0.023,0.992,0.051
6.465,0.025,0.997,0.044
6.470,0.015,0.999,0.059
6.475,0.019,1.000,0.058
6.480,0.026,0.975,0.043
6.657,0.006,1.007,0.054
6.658,-0.006,1.008,0.062
6.658,-0.014,1.004,0.052
6.659,-0.020,0.993,0.042
6.660,-0.004,0.987,0.032
6.661,0.001,0.983,0.028
6.662,0.002,0.983,0.025
6.663,0.005,0.986,0.021
6.664,-0.000,0.977,0.029
6.665,0.001,0.979,0.028
6.665,-0.002,0.976,0.039
6.666,0.002,0.976,0.032
6.667,0.013,0.985,0.012
6.668,0.005,0.981,0.024
6.678,0.001,0.983,0.019
6.679,0.008,0.985,0.023
6.690,-0.002,0.980,0.019
6.691,-0.003,0.987,0.016
6.692,-0.001,0.990,0.013
6.696,-0.019,0.982,0.009
6.701,-0.020,0.989,0.008
6.706,-0.005,0.988,-0.002
6.712,-0.003,0.986,0.006
6.717,-0.011,0.989,0.008
6.722,-0.008,0.990,0.013
6.727,-0.016,0.991,0.021
6.732,-0.016,0.988,0.028
