time,x,y,z
5.005,-0.000,0.987,0.082
5.015,0.004,0.985,0.088
5.015,0.005,0.987,0.092
5.020,0.012,0.993,0.090
5.024,0.010,0.992,0.098
5.032,0.005,0.993,0.093
5.033,0.002,0.990,0.100
5.046,0.002,0.985,0.098
5.046,-0.004,0.993,0.096
5.048,-0.008,0.986,0.086
5.055,-0.011,0.987,0.092
5.061,-0.016,0.986,0.096
5.065,-0.019,0.987,0.091
5.075,-0.025,0.987,0.090
5.080,-0.025,0.990,0.091
5.082,-0.030,0.986,0.087
5.085,-0.027,0.986,0.090
5.092,-0.031,0.991,0.080
5.095,-0.024,0.992,0.090
5.106,-0.025,0.989,0.078
5.108,-0.019,0.990,0.089
5.111,-0.019,0.989,0.092
5.115,-0.014,0.988,0.086
5.120,-0.023,0.987,0.089
5.126,-0.020,0.991,0.096
5.133,-0.023,0.989,0.087
5.136,-0.022,0.986,0.084
5.143,-0.020,0.997,0.083
5.146,-0.019,0.987,0.084
5.153,-0.022,0.996,0.078
5.157,-0.019,0.990,0.086
5.162,-0.013,0.989,0.074
5.166,-0.019,0.992,0.096
5.175,-0.015,0.986,0.086
5.177,-0.011,0.988,0.093
5.192,-0.015,0.993,0.093
5.201,-0.010,0.989,0.090
5.203,-0.010,0.987,0.095
5.211,-0.010,0.985,0.098
5.214,-0.015,0.988,0.095
5.222,-0.011,0.992,0.092
5.235,-0.013,0.988,0.092
5.236,-0.016,0.986,0.092
5.236,-0.013,0.986,0.092
5.237,-0.019,0.988,0.089
5.237,-0.020,0.983,0.085
5.238,-0.018,0.987,0.085
5.240,-0.016,0.990,0.073
5.249,-0.014,0.993,0.081
5.250,-0.014,0.992,0.084
5.257,-0.019,0.992,0.086
5.260,-0.016,0.989,0.083
5.266,-0.015,0.987,0.089
5.277,-0.017,0.992,0.084
5.277,-0.023,0.985,0.082
5.285,-0.023,0.988,0.084
5.286,-0.025,0.985,0.082
5.292,-0.018,0.991,0.095
5.302,-0.020,0.993,0.099
5.302,-0.021,0.991,0.093
5.311,-0.023,0.987,0.083
5.312,-0.017,0.992,0.086
5.322,-0.027,0.986,0.086
5.322,-0.021,0.986,0.085
5.328,-0.022,0.983,0.085
5.332,-0.019,0.982,0.085
5.339,-0.018,0.989,0.082
5.341,-0.018,0.990,0.093
5.352,-0.018,0.989,0.085
5.361,-0.011,0.985,0.096
5.361,-0.019,0.993,0.093
5.362,-0.007,0.993,0.096
5.366,-0.011,0.994,0.090
5.371,-0.011,0.985,0.091
5.377,-0.013,0.989,0.103
5.382,-0.011,0.991,0.088
5.521,-0.017,0.988,0.093
5.522,-0.014,0.991,0.099
5.523,-0.020,0.987,0.088
5.523,-0.017,0.989,0.089
5.524,-0.022,0.990,0.092
5.525,-0.020,0.987,0.094
5.529,-0.021,0.983,0.095
5.530,-0.025,0.987,0.090
5.530,-0.017,0.987,0.097
5.531,-0.023,0.985,0.097
5.532,-0.023,0.987,0.100
5.533,-0.028,0.990,0.101
5.533,-0.020,0.987,0.095
5.534,-0.023,0.989,0.092
5.535,-0.021,0.988,0.101
5.537,-0.022,0.986,0.099
5.542,-0.019,0.987,0.096
5.547,-0.013,0.989,0.090
5.552,-0.023,0.988,0.094
5.557,-0.020,0.988,0.083
5.567,-0.016,0.992,0.086
5.568,-0.021,0.990,0.081
5.572,-0.023,0.992,0.089
5.577,-0.017,0.984,0.090
5.582,-0.017,0.985,0.097
5.587,-0.022,0.988,0.084
5.592,-0.018,0.991,0.094
5.597,-0.024,0.991,0.102
5.602,-0.019,0.991,0.099
5.607,-0.022,0.988,0.103
5.613,-0.028,0.988,0.105
5.618,-0.023,0.987,0.109
