time,x,y,z
5.080,-0.008,0.936,-0.144
5.080,0.004,0.960,-0.159
5.081,0.007,0.969,-0.170
5.082,-0.003,0.962,-0.167
5.082,0.000,0.980,-0.157
5.083,-0.007,0.981,-0.154
5.084,-0.023,0.963,-0.143
5.084,-0.018,0.969,-0.146
5.085,-0.015,0.979,-0.137
5.085,-0.014,0.989,-0.133
5.086,-0.015,0.986,-0.125
5.087,-0.029,0.981,-0.119
5.088,-0.033,0.967,-0.129
5.343,-0.028,0.967,-0.113
5.344,-0.036,0.963,-0.111
5.345,-0.027,0.962,-0.102
5.346,-0.036,0.964,-0.097
5.347,-0.038,0.966,-0.099
5.348,-0.036,0.977,-0.115
5.349,-0.032,0.982,-0.117
5.350,-0.038,0.981,-0.129
5.351,-0.056,0.972,-0.123
5.352,-0.062,0.968,-0.119
5.353,-0.066,0.961,-0.124
5.353,-0.073,0.966,-0.120
5.355,0.013,0.978,-0.134
5.356,0.015,0.973,-0.131
5.357,0.017,0.974,-0.133
5.673,0.021,0.973,-0.127
5.674,0.022,0.967,-0.135
5.675,0.028,0.967,-0.126
5.675,0.029,0.971,-0.128
5.676,0.028,0.972,-0.123
5.676,0.024,0.973,-0.123
5.677,0.028,0.967,-0.118
5.678,0.022,0.970,-0.123
5.678,0.022,0.968,-0.132
5.679,0.016,0.974,-0.122
5.680,0.013,0.973,-0.119
5.680,0.014,0.977,-0.128
5.681,-0.000,0.977,-0.125
5.697,0.017,0.969,-0.129
5.698,0.008,0.978,-0.126
5.699,0.010,0.977,-0.129
5.699,0.004,0.979,-0.139
5.714,0.006,0.974,-0.138
5.714,0.014,0.974,-0.135
5.715,0.025,0.970,-0.144
5.722,0.027,0.969,-0.140
5.722,0.038,0.969,-0.148
5.730,0.040,0.966,-0.145
5.737,0.054,0.972,-0.139
5.739,0.053,0.974,-0.139
5.777,0.051,0.969,-0.145
5.778,0.055,0.973,-0.147
5.780,0.057,0.981,-0.147
5.781,0.056,0.975,-0.142
5.783,0.052,0.984,-0.145
5.784,0.050,0.984,-0.142
5.786,0.052,0.983,-0.143
5.788,0.053,0.984,-0.148
5.789,0.045,0.987,-0.146
5.791,0.045,0.982,-0.148
5.793,0.040,0.990,-0.149
5.821,0.033,0.982,-0.152
5.821,0.028,0.980,-0.150
5.822,0.028,0.980,-0.142
5.823,0.026,0.978,-0.154
5.823,0.027,0.979,-0.148
5.824,0.027,0.977,-0.144
5.839,0.024,0.979,-0.149
5.840,0.024,0.971,-0.137
5.841,0.018,0.970,-0.144
5.850,0.016,0.971,-0.133
5.851,0.023,0.980,-0.145
5.856,0.022,0.974,-0.137
5.861,0.026,0.971,-0.139
5.873,0.024,0.971,-0.150
5.874,0.027,0.968,-0.153
5.874,0.026,0.966,-0.157
5.881,0.026,0.963,-0.155
5.886,0.035,0.960,-0.154
6.264,0.028,0.959,-0.157
6.265,0.032,0.962,-0.152
6.266,0.036,0.973,-0.153
6.266,0.033,0.968,-0.153
6.267,0.038,0.971,-0.145
6.268,0.045,0.979,-0.140
6.268,0.041,0.975,-0.149
6.269,0.033,0.974,-0.147
6.270,0.045,0.976,-0.149
6.270,0.046,0.974,-0.150
6.271,0.042,0.969,-0.148
6.272,0.049,0.967,-0.143
6.272,0.027,0.972,-0.140
6.273,0.022,0.971,-0.132
6.306,0.022,0.976,-0.134
6.306,0.020,0.979,-0.137
6.307,0.015,0.982,-0.150
6.308,0.015,0.973,-0.158
6.308,0.022,0.975,-0.175
6.309,0.013,0.982,-0.181
6.309,0.013,0.981,-0.190
6.323,0.013,0.979,-0.188
6.324,0.014,0.971,-0.183
6.325,0.008,0.972,-0.172
6.813,0.001,0.971,-0.176
6.814,-0.007,0.972,-0.166
6.815,-0.005,0.978,-0.176
6.815,-0.003,0.975,-0.172
6.816,0.003,0.975,-0.177
6.817,0.005,0.975,-0.182
6.817,0.012,0.979,-0.176
7.077,-0.001,0.971,-0.178
7.078,0.008,0.968,-0.179
7.079,0.010,0.965,-0.178
7.079,0.009,0.962,-0.180
7.080,0.015,0.961,-0.178
7.081,0.019,0.961,-0.181
7.082,0.021,0.966,-0.173
7.083,0.019,0.957,-0.170
7.083,0.017,0.961,-0.173
7.084,0.024,0.960,-0.172
7.085,0.014,0.956,-0.175
7.086,0.018,0.957,-0.164
7.086,0.046,0.963,-0.202
7.087,0.046,0.956,-0.199
7.385,0.048,0.961,-0.192
7.386,0.051,0.961,-0.193
7.387,0.050,0.964,-0.192
7.387,0.048,0.963,-0.186
7.388,0.051,0.964,-0.184
7.389,0.046,0.967,-0.179
7.389,0.046,0.969,-0.176
7.390,0.045,0.968,-0.171
7.391,0.044,0.968,-0.176
7.391,0.038,0.967,-0.185
7.392,0.043,0.965,-0.189
7.392,0.044,0.968,-0.201
7.393,0.046,0.954,-0.179
7.411,0.036,0.956,-0.183
7.411,0.035,0.955,-0.172
7.412,0.032,0.962,-0.177
7.412,0.030,0.957,-0.176
7.760,0.034,0.960,-0.175
7.761,0.027,0.964,-0.182
7.761,0.026,0.964,-0.178
7.762,0.032,0.971,-0.181
7.763,0.028,0.965,-0.192
7.763,0.033,0.968,-0.190
7.764,0.030,0.963,-0.185
7.765,0.030,0.962,-0.183
7.765,0.029,0.965,-0.172
7.766,0.028,0.962,-0.172
7.766,0.031,0.961,-0.179
7.767,0.032,0.968,-0.176
7.768,0.037,0.969,-0.160
7.769,0.037,0.970,-0.158
7.786,0.036,0.971,-0.156
7.787,0.038,0.973,-0.165
7.788,0.042,0.967,-0.160
7.788,0.046,0.969,-0.165
7.800,0.041,0.973,-0.161
7.800,0.047,0.976,-0.159
7.805,0.032,0.973,-0.162
7.809,0.043,0.975,-0.154
7.814,0.030,0.973,-0.156
7.819,0.032,0.969,-0.151
7.824,0.024,0.969,-0.163
7.829,0.032,0.973,-0.162
7.836,0.037,0.966,-0.161
7.838,0.017,0.973,-0.165
7.865,0.019,0.969,-0.163
7.867,0.028,0.972,-0.160
7.869,0.025,0.976,-0.165
7.870,0.028,0.974,-0.159
7.873,0.026,0.969,-0.161
7.875,0.019,0.972,-0.173
7.876,0.024,0.969,-0.164
8.295,0.022,0.970,-0.167
8.296,0.014,0.968,-0.163
8.296,0.017,0.971,-0.161
8.297,0.020,0.969,-0.171
8.298,0.013,0.968,-0.171
8.298,0.019,0.970,-0.170
8.299,0.016,0.966,-0.165
8.299,0.019,0.966,-0.188
8.300,0.022,0.970,-0.173
8.301,0.027,0.969,-0.185
8.301,0.028,0.969,-0.173
8.302,0.028,0.967,-0.179
8.303,0.036,0.966,-0.184
8.303,0.031,0.964,-0.169
8.337,0.034,0.966,-0.166
8.338,0.034,0.967,-0.172
8.338,0.040,0.966,-0.161
8.339,0.042,0.967,-0.165
8.339,0.036,0.969,-0.165
8.340,0.040,0.970,-0.156
8.341,0.038,0.965,-0.152
8.341,0.042,0.964,-0.142
8.352,0.038,0.970,-0.152
8.352,0.041,0.968,-0.150
8.359,0.036,0.972,-0.156
8.363,0.033,0.971,-0.161
8.367,0.028,0.972,-0.166
8.374,0.033,0.966,-0.166
8.378,0.032,0.963,-0.167
8.383,0.027,0.967,-0.165
8.388,0.026,0.964,-0.165
8.393,0.027,0.970,-0.150
8.398,0.030,0.966,-0.159
8.403,0.023,0.967,-0.164
8.663,0.031,0.972,-0.172
8.664,0.034,0.975,-0.170
8.665,0.037,0.972,-0.170
8.666,0.036,0.976,-0.181
8.666,0.035,0.974,-0.185
8.667,0.038,0.975,-0.183
8.668,0.041,0.974,-0.178
8.668,0.038,0.972,-0.169
8.669,0.039,0.966,-0.166
8.670,0.039,0.967,-0.165
8.671,0.038,0.968,-0.164
8.671,0.031,0.969,-0.158
8.672,0.038,0.966,-0.167
8.673,0.034,0.969,-0.162
8.673,0.039,0.973,-0.166
9.166,0.031,0.970,-0.163
9.167,0.033,0.971,-0.153
9.167,0.024,0.967,-0.152
9.168,0.027,0.970,-0.144
9.168,0.017,0.969,-0.151
9.169,0.031,0.970,-0.153
9.170,0.019,0.966,-0.160
9.170,0.002,0.961,-0.167
9.171,0.002,0.961,-0.165
9.172,0.008,0.972,-0.168
9.172,0.006,0.970,-0.167
9.173,0.014,0.973,-0.169
9.174,0.024,0.969,-0.160
9.174,0.029,0.971,-0.155
9.196,0.032,0.975,-0.160
9.197,0.028,0.972,-0.158
9.197,0.031,0.974,-0.156
9.198,0.038,0.977,-0.150
9.199,0.032,0.973,-0.153
9.211,0.034,0.973,-0.151
9.211,0.035,0.974,-0.143
9.212,0.028,0.972,-0.151
9.220,0.030,0.975,-0.151
9.225,0.024,0.971,-0.159
9.235,0.033,0.970,-0.155
9.236,0.027,0.968,-0.159
9.243,0.025,0.965,-0.158
9.244,0.032,0.966,-0.163
9.248,0.028,0.966,-0.154
9.253,0.025,0.968,-0.150
9.259,0.030,0.970,-0.145
9.263,0.029,0.969,-0.140
9.269,0.027,0.967,-0.142
9.274,0.015,0.968,-0.132
9.443,0.016,0.973,-0.133
9.443,0.011,0.967,-0.148
9.444,0.023,0.975,-0.154
9.445,0.028,0.973,-0.156
9.445,0.025,0.979,-0.168
9.446,0.025,0.967,-0.178
9.447,0.025,0.973,-0.163
