time,x,y,z
5.004,-0.212,0.975,-0.056
5.017,-0.215,0.975,-0.050
5.028,-0.213,0.975,-0.055
5.040,-0.214,0.976,-0.061
5.051,-0.219,0.976,-0.072
5.063,-0.209,0.976,-0.077
5.087,-0.224,0.988,-0.073
5.088,-0.207,0.986,-0.063
5.097,-0.196,0.983,-0.056
5.109,-0.189,0.981,-0.054
5.120,-0.182,0.976,-0.052
5.134,-0.183,0.978,-0.054
5.146,-0.191,0.986,-0.067
5.157,-0.196,0.989,-0.072
5.169,-0.206,0.986,-0.073
5.180,-0.208,0.980,-0.068
5.193,-0.210,0.974,-0.067
5.206,-0.206,0.971,-0.060
5.219,-0.201,0.969,-0.057
5.233,-0.199,0.975,-0.061
5.246,-0.203,0.978,-0.066
5.260,-0.215,0.978,-0.064
5.273,-0.217,0.973,-0.070
5.288,-0.230,0.972,-0.070
5.301,-0.211,0.973,-0.062
5.316,-0.204,0.982,-0.062
5.331,-0.207,0.982,-0.065
5.347,-0.212,0.982,-0.073
5.360,-0.210,0.977,-0.063
5.375,-0.207,0.976,-0.060
5.389,-0.200,0.975,-0.069
5.402,-0.200,0.976,-0.072
5.414,-0.204,0.976,-0.068
5.428,-0.208,0.977,-0.063
5.442,-0.213,0.977,-0.061
5.456,-0.204,0.979,-0.071
5.468,-0.196,0.981,-0.072
5.480,-0.191,0.978,-0.078
5.492,-0.191,0.975,-0.080
5.505,-0.189,0.974,-0.079
5.519,-0.188,0.974,-0.080
5.532,-0.192,0.979,-0.079
5.544,-0.194,0.983,-0.081
5.556,-0.197,0.982,-0.083
5.569,-0.197,0.981,-0.081
5.581,-0.196,0.979,-0.081
5.593,-0.194,0.976,-0.079
5.607,-0.196,0.978,-0.078
5.619,-0.200,0.982,-0.084
5.633,-0.200,0.982,-0.085
5.646,-0.194,0.977,-0.085
5.661,-0.192,0.978,-0.094
5.672,-0.190,0.979,-0.096
5.684,-0.196,0.982,-0.095
5.698,-0.198,0.976,-0.089
5.710,-0.194,0.978,-0.092
5.725,-0.192,0.982,-0.091
5.739,-0.194,0.981,-0.091
5.752,-0.197,0.971,-0.092
5.766,-0.198,0.957,-0.101
5.778,-0.194,0.956,-0.104
5.791,-0.200,0.959,-0.112
5.804,-0.199,0.958,-0.123
5.817,-0.191,0.945,-0.155
5.829,-0.190,0.944,-0.168
5.845,-0.168,0.952,-0.157
5.859,-0.174,0.977,-0.165
5.871,-0.182,0.998,-0.174
5.885,-0.190,1.033,-0.172
5.898,-0.202,1.037,-0.156
5.911,-0.221,1.019,-0.129
5.923,-0.219,0.991,-0.126
5.938,-0.220,0.940,-0.132
5.951,-0.222,0.926,-0.114
5.985,-0.213,0.920,-0.099
5.985,-0.208,0.915,-0.096
5.986,-0.205,0.902,-0.120
5.998,-0.212,0.909,-0.140
6.013,-0.221,0.942,-0.183
6.027,-0.227,0.959,-0.207
6.042,-0.198,0.967,-0.243
6.057,-0.163,0.976,-0.246
6.071,-0.156,0.975,-0.225
6.085,-0.143,0.975,-0.216
6.100,-0.137,0.980,-0.208
6.114,-0.137,0.981,-0.208
6.129,-0.149,0.985,-0.223
6.142,-0.153,0.973,-0.261
6.155,-0.153,0.969,-0.273
6.168,-0.124,0.965,-0.274
6.181,-0.120,0.965,-0.271
6.193,-0.103,0.958,-0.275
6.207,-0.088,0.955,-0.280
6.219,-0.086,0.948,-0.290
6.234,-0.084,0.938,-0.267
6.246,-0.049,0.938,-0.230
6.259,-0.012,0.942,-0.199
6.271,-0.010,0.953,-0.131
6.284,-0.023,0.955,-0.107
6.300,-0.052,0.940,-0.079
6.314,-0.105,0.914,-0.049
6.328,-0.128,0.896,-0.047
6.341,-0.232,0.899,-0.077
6.356,-0.274,0.915,-0.164
6.369,-0.352,0.925,-0.175
6.383,-0.403,0.934,-0.163
6.407,-0.407,0.926,-0.134
6.407,-0.368,0.888,-0.013
6.418,-0.347,0.867,0.057
6.432,-0.324,0.855,0.104
6.445,-0.332,0.869,0.155
6.458,-0.332,0.891,0.122
6.471,-0.343,0.927,0.080
6.484,-0.403,1.057,-0.043
6.496,-0.412,1.119,-0.120
6.511,-0.380,1.223,-0.175
6.525,-0.354,1.277,-0.145
6.540,-0.224,1.226,-0.125
