time,x,y,z
5.013,0.127,0.973,0.036
5.027,0.124,0.979,0.045
5.041,0.132,0.985,0.039
5.055,0.131,0.977,0.042
5.067,0.124,0.974,0.062
5.093,0.128,0.967,0.064
5.103,0.121,0.977,0.046
5.115,0.114,0.978,0.046
5.130,0.109,0.976,0.055
5.147,0.110,0.976,0.065
5.161,0.117,0.977,0.063
5.175,0.128,0.977,0.063
5.189,0.136,0.973,0.063
5.203,0.131,0.971,0.072
5.217,0.138,0.968,0.073
5.230,0.136,0.971,0.072
5.247,0.132,0.968,0.068
5.256,0.130,0.966,0.073
5.268,0.131,0.962,0.082
5.282,0.123,0.963,0.085
5.295,0.114,0.963,0.086
5.309,0.103,0.973,0.092
5.322,0.107,0.980,0.094
5.334,0.105,0.979,0.084
5.347,0.097,0.975,0.077
5.360,0.097,0.975,0.081
5.375,0.098,0.976,0.085
5.389,0.109,0.975,0.083
5.403,0.115,0.971,0.075
5.418,0.117,0.974,0.078
5.438,0.119,0.979,0.083
5.452,0.122,0.970,0.084
5.465,0.121,0.969,0.081
5.483,0.123,0.975,0.081
5.499,0.128,0.975,0.073
5.513,0.134,0.967,0.069
5.527,0.140,0.957,0.095
5.539,0.150,0.957,0.105
5.551,0.157,0.949,0.098
5.564,0.155,0.965,0.083
5.580,0.156,0.981,0.079
5.593,0.148,0.980,0.057
5.607,0.138,0.960,0.079
5.621,0.151,0.958,0.106
5.636,0.158,0.961,0.098
5.649,0.155,0.973,0.072
5.664,0.152,0.976,0.074
5.677,0.141,0.973,0.094
5.689,0.137,0.970,0.097
5.704,0.139,0.968,0.083
5.743,0.140,0.963,0.076
5.744,0.143,0.960,0.083
5.745,0.144,0.958,0.091
5.756,0.145,0.958,0.098
5.764,0.146,0.963,0.099
5.775,0.149,0.961,0.087
5.786,0.148,0.974,0.090
5.798,0.146,0.984,0.101
5.809,0.143,0.969,0.111
5.821,0.145,0.963,0.109
5.832,0.145,0.960,0.108
5.844,0.155,0.961,0.099
5.855,0.160,0.965,0.092
5.866,0.158,0.965,0.086
5.879,0.161,0.965,0.094
5.890,0.162,0.965,0.099
5.903,0.161,0.964,0.100
5.916,0.153,0.963,0.099
5.934,0.150,0.966,0.107
5.943,0.148,0.967,0.110
5.955,0.148,0.965,0.106
5.966,0.152,0.959,0.103
5.977,0.153,0.958,0.101
5.989,0.154,0.960,0.102
6.000,0.150,0.966,0.106
6.012,0.152,0.968,0.106
6.026,0.154,0.967,0.106
6.034,0.154,0.963,0.103
6.046,0.153,0.958,0.105
6.057,0.151,0.958,0.107
6.068,0.156,0.968,0.111
6.081,0.157,0.969,0.110
6.091,0.157,0.965,0.108
6.103,0.158,0.954,0.111
6.115,0.157,0.952,0.114
6.127,0.151,0.944,0.108
6.140,0.157,0.963,0.133
6.154,0.157,0.968,0.137
6.167,0.162,0.977,0.126
6.183,0.163,0.961,0.106
6.197,0.162,0.944,0.113
6.210,0.168,0.944,0.126
6.223,0.187,0.953,0.128
6.239,0.188,0.954,0.121
6.254,0.195,0.950,0.102
6.268,0.194,0.956,0.109
6.281,0.190,0.958,0.115
6.297,0.175,0.959,0.124
6.311,0.165,0.958,0.124
6.326,0.161,0.960,0.127
6.339,0.162,0.964,0.127
6.354,0.163,0.963,0.117
6.370,0.159,0.958,0.110
6.386,0.155,0.953,0.110
6.402,0.157,0.957,0.105
6.414,0.162,0.960,0.105
6.428,0.167,0.963,0.103
6.442,0.169,0.964,0.098
6.455,0.174,0.964,0.103
6.469,0.176,0.961,0.107
6.482,0.178,0.938,0.108
6.497,0.176,0.950,0.119
6.511,0.191,0.953,0.118
6.527,0.187,0.954,0.095
6.540,0.187,0.954,0.114
6.554,0.185,0.951,0.125
6.569,0.172,0.953,0.131
6.582,0.172,0.962,0.138
6.599,0.168,0.963,0.126
6.612,0.149,0.942,0.108
6.627,0.148,0.947,0.131
6.642,0.155,0.939,0.130
6.669,0.178,0.958,0.151
6.669,0.191,0.957,0.145
6.684,0.216,0.959,0.121
6.696,0.227,0.954,0.108
6.702,0.228,0.943,0.095
6.714,0.211,0.944,0.110
6.727,0.203,0.949,0.127
6.741,0.206,0.960,0.154
6.757,0.198,0.970,0.142
6.770,0.186,0.963,0.123
6.784,0.160,0.961,0.108
6.798,0.147,0.967,0.126
6.811,0.136,0.970,0.138
6.826,0.130,0.958,0.148
6.839,0.134,0.951,0.138
6.853,0.154,0.941,0.105
6.868,0.182,0.927,0.074
6.882,0.198,0.916,0.059
6.898,0.198,0.870,0.034
6.911,0.192,0.818,0.029
6.925,0.191,0.803,0.035
6.941,0.214,0.811,0.047
6.950,0.227,0.839,0.059
6.965,0.271,0.905,0.066
6.977,0.298,0.932,0.060
6.989,0.364,0.961,0.059
7.003,0.384,0.941,0.063
7.016,0.363,0.883,0.059
7.034,0.300,0.853,0.055
7.040,0.237,0.781,0.063
7.053,0.216,0.757,0.065
7.065,0.193,0.773,0.046
7.081,0.186,0.797,0.024
7.095,0.159,0.848,-0.046
7.109,0.154,0.845,-0.219
7.125,0.156,0.820,-0.214
7.142,0.200,0.791,-0.665
7.154,0.196,0.830,-0.439
7.167,0.187,0.819,-0.145
7.180,0.238,0.780,0.229
7.193,0.269,0.654,0.220
7.205,0.277,0.567,0.106
7.218,0.260,0.521,-0.040
7.229,0.188,0.683,-0.352
7.244,0.172,0.795,-0.327
7.257,0.313,0.954,0.025
7.269,0.516,0.942,0.182
7.281,0.775,0.894,0.119
7.294,0.957,0.819,-0.036
7.307,1.155,0.704,-0.371
7.321,1.038,0.728,-0.359
7.334,0.587,0.924,-0.019
7.348,0.463,0.958,0.070
7.360,0.219,0.918,0.059
7.372,0.155,0.888,-0.037
7.385,0.090,0.774,-0.268
7.396,0.034,0.696,-0.293
7.409,-0.118,0.520,-0.357
7.420,-0.199,0.461,-0.403
7.431,-0.244,0.418,-0.413
7.444,-0.211,0.358,-0.387
7.458,-0.172,0.359,-0.294
7.471,-0.162,0.164,-0.655
7.486,-0.201,0.051,-0.504
7.499,-0.200,0.394,-0.403
7.512,-0.268,0.879,-0.402
7.525,-0.414,1.220,-0.444
7.537,-0.473,1.814,-0.415
7.550,-0.227,1.838,-0.023
7.563,0.033,1.433,0.324
7.576,0.222,1.149,0.323
7.591,0.013,0.721,0.188
7.603,-0.050,0.572,0.164
7.616,-0.133,0.450,0.294
7.629,-0.139,0.482,0.429
7.642,-0.203,0.846,0.498
7.655,-0.216,0.903,-0.155
7.669,-0.885,2.000,-2.000
7.683,0.017,2.000,-0.351
7.696,1.246,2.000,-0.486
7.712,0.785,0.849,2.000
7.726,0.457,-0.339,0.722
7.739,0.494,-0.259,-0.227
7.762,-0.103,2.000,-1.541
7.774,-0.326,2.000,-0.376
7.786,-0.047,1.747,0.436
7.796,0.597,0.661,-0.224
7.809,0.957,0.468,-1.306
7.821,1.485,0.329,-1.453
7.836,1.375,0.264,-0.850
7.851,1.067,0.212,-0.039
7.869,0.840,0.352,0.170
7.885,0.805,0.548,0.142
7.900,0.770,0.612,0.185
7.911,0.754,0.459,0.175
7.928,0.777,0.158,0.038
7.943,0.738,0.258,0.036
7.961,0.839,0.437,0.184
7.975,0.780,0.871,0.445
7.990,0.458,1.003,0.325
8.015,-0.074,0.695,0.471
8.024,-0.058,0.640,0.490
8.036,-0.049,0.697,0.419
8.047,-0.089,0.749,0.212
8.060,0.113,0.597,0.343
8.072,0.441,0.374,0.675
8.086,0.472,0.311,0.738
8.103,0.061,0.390,0.629
8.117,-0.110,0.421,0.566
8.131,0.012,0.323,0.490
8.147,0.161,0.284,0.511
8.160,0.164,0.130,0.700
8.174,-0.059,0.061,0.818
8.189,-0.132,0.061,0.798
8.203,-0.136,0.097,0.689
8.218,0.069,0.128,0.641
8.230,0.239,0.119,0.706
8.244,0.577,0.143,0.964
8.260,0.648,0.231,1.004
8.273,0.698,0.468,1.111
8.286,0.496,0.644,1.147
8.303,0.084,0.668,1.087
8.317,0.028,0.833,0.828
8.330,0.810,1.744,0.910
8.344,0.451,0.602,0.246
8.357,-0.745,-0.269,-0.257
8.373,0.254,-1.332,2.000
8.387,-0.955,0.113,2.000
8.409,0.271,-0.062,1.999
8.410,0.225,0.014,1.267
8.427,0.081,0.187,1.282
8.443,0.070,0.361,1.036
8.446,0.073,0.418,0.747
8.458,0.174,0.376,0.468
8.470,0.202,0.277,0.657
8.484,0.174,-0.157,0.934
8.498,0.241,-0.272,0.845
8.512,0.255,-0.299,0.958
8.527,0.118,-0.224,1.126
8.541,0.124,-0.196,1.123
8.554,0.107,-0.004,1.040
8.569,0.112,0.012,1.017
8.585,0.111,0.014,1.008
8.598,0.110,0.013,1.008
8.611,0.109,0.014,1.013
8.626,0.109,0.015,0.991
8.639,0.108,0.016,0.980
8.656,0.107,0.017,0.982
8.670,0.107,0.017,0.979
8.684,0.107,0.018,0.978
8.697,0.108,0.018,0.965
8.710,0.106,0.019,0.967
8.726,0.105,0.019,0.978
8.740,0.104,0.020,0.988
8.755,0.104,0.020,0.989
8.768,0.102,0.021,0.994
8.782,0.104,0.021,0.987
8.796,0.107,0.022,0.981
8.809,0.109,0.022,0.972
8.823,0.109,0.024,0.970
8.838,0.111,0.025,0.972
8.852,0.112,0.024,0.970
8.871,0.111,0.025,0.975
8.882,0.111,0.026,0.972
8.894,0.111,0.027,0.969
8.907,0.112,0.027,0.964
8.919,0.112,0.027,0.966
8.933,0.112,0.027,0.961
8.945,0.112,0.026,0.959
8.957,0.111,0.027,0.965
8.971,0.110,0.026,0.966
8.984,0.109,0.025,0.973
8.997,0.107,0.025,0.977
9.009,0.105,0.024,0.980
9.021,0.104,0.025,0.981
9.033,0.103,0.024,0.980
9.046,0.103,0.025,0.977
9.059,0.102,0.024,0.979
9.072,0.101,0.023,0.981
9.086,0.100,0.023,0.977
9.099,0.100,0.024,0.980
9.112,0.099,0.023,0.977
9.126,0.099,0.023,0.977
9.152,0.098,0.023,0.979
9.176,0.097,0.023,0.979
9.177,0.096,0.023,0.978
9.190,0.095,0.023,0.981
9.199,0.095,0.023,0.980
9.214,0.095,0.022,0.985
9.228,0.094,0.023,0.989
9.244,0.094,0.023,0.981
9.257,0.094,0.022,0.978
9.272,0.094,0.022,0.979
9.286,0.094,0.022,0.979
9.300,0.094,0.022,0.978
9.316,0.094,0.022,0.981
9.331,0.093,0.023,0.982
9.345,0.094,0.022,0.983
9.359,0.095,0.023,0.981
9.372,0.095,0.023,0.980
9.406,0.096,0.024,0.975
9.407,0.096,0.024,0.976
9.419,0.096,0.024,0.976
9.426,0.097,0.023,0.979
9.440,0.097,0.024,0.979
9.452,0.097,0.024,0.978
9.466,0.098,0.023,0.975
9.480,0.099,0.024,0.977
9.493,0.099,0.024,0.975
9.507,0.099,0.024,0.975
9.522,0.099,0.024,0.975
9.535,0.100,0.023,0.978
9.549,0.100,0.024,0.977
9.565,0.099,0.024,0.978
9.579,0.100,0.024,0.979
9.595,0.099,0.024,0.977
9.608,0.100,0.024,0.978
9.622,0.099,0.024,0.979
9.636,0.100,0.024,0.977
9.649,0.100,0.024,0.976
9.665,0.101,0.024,0.975
9.680,0.101,0.024,0.975
9.693,0.102,0.025,0.976
9.709,0.102,0.024,0.975
9.724,0.102,0.024,0.977
9.737,0.100,0.024,0.978
9.752,0.101,0.024,0.978
9.765,0.101,0.024,0.978
9.789,0.101,0.024,0.981
9.797,0.100,0.024,0.979
9.806,0.101,0.025,0.978
9.819,0.101,0.024,0.977
9.830,0.101,0.024,0.973
9.842,0.100,0.025,0.975
9.855,0.101,0.025,0.975
9.869,0.101,0.025,0.974
9.884,0.101,0.024,0.979
9.899,0.102,0.025,0.977
9.913,0.102,0.024,0.978
9.928,0.102,0.025,0.977
9.943,0.102,0.025,0.977
9.960,0.102,0.025,0.977
9.975,0.102,0.025,0.978
9.989,0.102,0.025,0.978
10.004,0.101,0.025,0.981
10.021,0.103,0.025,0.978
10.036,0.103,0.024,0.979
10.051,0.103,0.024,0.977
10.065,0.104,0.025,0.976
10.079,0.104,0.025,0.974
10.093,0.105,0.025,0.976
10.109,0.104,0.024,0.975
10.121,0.104,0.025,0.976
10.133,0.106,0.025,0.980
10.147,0.105,0.025,0.981
10.159,0.106,0.026,0.979
10.171,0.106,0.026,0.976
10.184,0.107,0.026,0.975
10.196,0.106,0.026,0.976
10.211,0.107,0.026,0.978
10.225,0.107,0.026,0.979
10.241,0.106,0.026,0.977
10.255,0.108,0.026,0.973
10.267,0.108,0.026,0.973
10.284,0.109,0.026,0.973
10.298,0.109,0.026,0.978
10.312,0.109,0.026,0.978
10.326,0.109,0.026,0.976
10.339,0.110,0.026,0.973
10.353,0.110,0.026,0.973
10.368,0.110,0.026,0.976
10.382,0.110,0.026,0.974
10.397,0.110,0.026,0.975
10.411,0.109,0.026,0.976
10.423,0.110,0.026,0.976
10.436,0.110,0.026,0.976
10.447,0.110,0.026,0.974
10.459,0.111,0.026,0.973
10.472,0.111,0.026,0.977
10.486,0.111,0.026,0.981
10.502,0.111,0.026,0.982
10.516,0.111,0.026,0.980
10.530,0.112,0.026,0.973
10.547,0.112,0.027,0.969
10.557,0.113,0.027,0.974
10.576,0.112,0.027,0.967
10.586,0.113,0.027,0.971
10.595,0.113,0.026,0.974
10.604,0.113,0.027,0.975
10.618,0.111,0.027,0.975
10.630,0.112,0.026,0.974
10.643,0.111,0.027,0.975
10.657,0.111,0.027,0.975
10.670,0.111,0.026,0.976
10.684,0.111,0.026,0.976
10.696,0.111,0.026,0.977
10.712,0.112,0.026,0.978
10.726,0.112,0.026,0.978
10.741,0.111,0.026,0.977
10.753,0.112,0.026,0.975
10.772,0.112,0.026,0.976
10.787,0.111,0.026,0.974
10.800,0.111,0.026,0.977
10.811,0.113,0.026,0.976
10.825,0.113,0.026,0.977
10.839,0.114,0.027,0.976
10.854,0.113,0.026,0.978
10.870,0.114,0.026,0.978
10.883,0.114,0.026,0.980
10.898,0.116,0.027,0.977
10.912,0.117,0.027,0.973
10.928,0.118,0.027,0.969
10.949,0.118,0.027,0.972
10.952,0.118,0.027,0.976
10.963,0.119,0.027,0.976
10.975,0.120,0.027,0.977
10.985,0.121,0.028,0.972
10.996,0.121,0.027,0.979
11.007,0.122,0.028,0.972
11.018,0.124,0.028,0.973
11.030,0.124,0.028,0.972
11.044,0.125,0.027,0.974
11.054,0.126,0.027,0.971
11.065,0.126,0.028,0.972
11.077,0.126,0.028,0.976
11.088,0.128,0.029,0.970
11.099,0.128,0.029,0.972
11.113,0.130,0.029,0.969
11.132,0.131,0.029,0.967
11.132,0.131,0.030,0.969
11.147,0.131,0.029,0.971
11.156,0.131,0.029,0.973
11.166,0.131,0.030,0.973
11.178,0.132,0.031,0.967
11.189,0.132,0.030,0.970
11.200,0.134,0.030,0.967
11.212,0.134,0.030,0.967
11.224,0.134,0.029,0.969
11.235,0.134,0.030,0.969
11.247,0.134,0.030,0.972
11.260,0.133,0.031,0.972
11.274,0.135,0.030,0.972
11.288,0.135,0.030,0.969
11.301,0.135,0.031,0.969
11.312,0.136,0.030,0.968
11.325,0.136,0.031,0.967
11.336,0.136,0.030,0.970
11.348,0.135,0.030,0.971
11.360,0.135,0.031,0.971
11.372,0.135,0.029,0.971
11.384,0.136,0.030,0.970
11.396,0.136,0.030,0.970
11.408,0.136,0.030,0.972
11.420,0.135,0.029,0.974
11.434,0.136,0.030,0.973
11.450,0.135,0.030,0.970
11.463,0.136,0.030,0.969
11.475,0.136,0.030,0.971
11.489,0.136,0.030,0.972
11.504,0.135,0.030,0.971
11.518,0.135,0.029,0.972
11.532,0.135,0.031,0.971
