time,x,y,z
5.010,-0.207,0.963,-0.162
5.025,-0.205,0.967,-0.168
5.038,-0.196,0.972,-0.179
5.053,-0.190,0.975,-0.179
5.067,-0.187,0.976,-0.174
5.082,-0.188,0.976,-0.172
5.108,-0.190,0.979,-0.174
5.114,-0.193,0.979,-0.174
5.123,-0.192,0.977,-0.174
5.138,-0.189,0.973,-0.172
5.152,-0.186,0.969,-0.170
5.166,-0.186,0.963,-0.171
5.180,-0.190,0.961,-0.173
5.196,-0.193,0.962,-0.175
5.209,-0.194,0.964,-0.178
5.224,-0.201,0.968,-0.178
5.239,-0.207,0.966,-0.177
5.249,-0.217,0.962,-0.179
5.262,-0.214,0.963,-0.180
5.275,-0.216,0.979,-0.192
5.288,-0.219,0.991,-0.205
5.302,-0.223,1.006,-0.236
5.317,-0.219,0.995,-0.255
5.330,-0.219,0.982,-0.260
5.343,-0.213,0.964,-0.248
5.356,-0.212,0.959,-0.242
5.370,-0.206,0.947,-0.234
5.384,-0.204,0.941,-0.231
5.399,-0.207,0.934,-0.233
5.413,-0.168,0.920,-0.255
5.425,-0.166,0.921,-0.262
5.440,-0.147,0.925,-0.283
5.451,-0.143,0.929,-0.283
5.466,-0.138,0.915,-0.267
5.480,-0.140,0.914,-0.272
5.493,-0.139,0.925,-0.282
5.506,-0.129,0.945,-0.297
5.520,-0.132,0.959,-0.305
5.542,-0.146,0.959,-0.252
5.554,-0.156,0.947,-0.235
5.566,-0.159,0.919,-0.223
5.580,-0.167,0.912,-0.227
5.593,-0.178,0.914,-0.251
5.606,-0.181,0.919,-0.260
5.621,-0.189,0.930,-0.268
5.634,-0.185,0.927,-0.273
5.647,-0.186,0.924,-0.280
5.661,-0.193,0.926,-0.291
5.673,-0.180,0.917,-0.291
5.687,-0.180,0.917,-0.292
5.702,-0.179,0.919,-0.296
5.715,-0.153,0.928,-0.297
5.728,-0.121,0.933,-0.292
5.741,-0.115,0.939,-0.291
5.755,-0.090,0.932,-0.293
5.768,-0.097,0.925,-0.296
5.782,-0.086,0.901,-0.285
5.795,-0.085,0.886,-0.276
5.808,-0.106,0.862,-0.246
5.822,-0.114,0.855,-0.244
5.836,-0.127,0.848,-0.242
5.851,-0.140,0.863,-0.238
5.862,-0.150,0.880,-0.239
5.874,-0.168,0.931,-0.259
5.886,-0.166,0.965,-0.279
5.899,-0.172,0.993,-0.325
5.913,-0.125,0.986,-0.294
5.928,-0.093,0.936,-0.111
5.941,-0.127,0.942,-0.062
5.954,-0.255,1.050,-0.112
